<node>	<field>	<description>	<type>	<terms>	<pattern>	<maximum>	<minimum>	<options1>	<options2>	<options3>	<options4>	<options5>	<options6>	<options7>	<options8>
unaligned_reads_file	read_pair_number		enum	_terms.yaml#/read_pair_number				R1 | R2 							
procedure	adverse_event	Was there an adverse event related to the procedure?	enum					No | Not Reported | Yes 							
procedure	anatomic_site	The term that best describes the primary anatomic site of the procedure.	enum					Abdomen | Abdominal Wall | Acetabulum | Adenoid | Adipose | Adrenal | Alveolar Ridge | Amniotic Fluid | Ampulla Of Vater | Anal Sphincter | Ankle | Anorectum | Antecubital Fossa | Antrum | Anus | Aorta | Aortic Body | Appendix | Aqueous Fluid | Arm | Artery | Ascending Colon | Ascending Colon Hepatic Flexure | Auditory Canal | Autonomic Nervous System | Axilla | Back | Bile Duct | Bladder | Blood | Blood Vessel | Bone | Bone Marrow | Bowel | Brain | Brain Stem | Breast | Broad Ligament | Bronchiole | Bronchus | Brow | Buccal Cavity | Buccal Mucosa | Buttock | Calf | Capillary | Cardia | Carina | Carotid Artery | Carotid Body | Cartilage | Cecum | Cell-Line | Central Nervous System | Cerebellum | Cerebral Cortex | Cerebrospinal Fluid | Cerebrum | Cervical Spine | Cervix | Chest | Chest Wall | Chin | Clavicle | Clitoris | Colon | Colon - Mucosa Only | Common Duct | Conjunctiva | Connective Tissue | Dermal | Descending Colon | Diaphragm | Duodenum | Ear | Ear Canal | Ear, Pinna (External) | Effusion | Elbow | Endocrine Gland | Epididymis | Epidural Space | Esophageal, Distal | Esophageal, Mid | Esophageal, Proximal | Esophagogastric Junction | Esophagus | Esophagus - Mucosa Only | Eye | Fallopian Tube | Femoral Artery | Femoral Vein | Femur | Fibroblasts | Fibula | Finger | Floor Of Mouth | Fluid | Foot | Forearm | Forehead | Foreskin | Frontal Cortex | Frontal Lobe | Fundus Of Stomach | Gallbladder | Ganglia | Gastroesophageal Junction | Gastrointestinal Tract | Globus Pallidus (GPi) | Groin | Gum | Hand | Hard Palate | Head & Neck | Head - Face Or Neck, Nos | Heart | Hepatic | Hepatic Duct | Hepatic Flexure | Hepatic Vein | Hip | Hippocampus | Humerus | Hypopharynx | Ileum | Ilium | Index Finger | Ischium | Islet Cells | Jaw | Jejunum | Joint | Kidney | Knee | Lacrimal Gland | Large Bowel | Laryngopharynx | Larynx | Leg | Leptomeninges | Ligament | Lip | Liver | Lumbar Spine | Lung | Lymph Node | Lymph Node(s) Axilla | Lymph Node(s) Cervical | Lymph Node(s) Distant | Lymph Node(s) Epitrochlear | Lymph Node(s) Femoral | Lymph Node(s) Hilar | Lymph Node(s) Iliac-Common | Lymph Node(s) Iliac-External | Lymph Node(s) Inguinal | Lymph Node(s) Internal Mammary | Lymph Node(s) Mammary | Lymph Node(s) Mesenteric | Lymph Node(s) Occipital | Lymph Node(s) Paraaortic | Lymph Node(s) Parotid | Lymph Node(s) Pelvic | Lymph Node(s) Popliteal | Lymph Node(s) Regional | Lymph Node(s) Retroperitoneal | Lymph Node(s) Scalene | Lymph Node(s) Splenic | Lymph Node(s) Subclavicular | Lymph Node(s) Submandibular | Lymph Node(s) Supraclavicular | Lymph Nodes(s) Mediastinal | Mandible | Maxilla | Mediastinal Soft Tissue | Mediastinum | Mesentery | Mesothelium | Middle Finger | Mitochondria | Muscle | Nails | Nasal Cavity | Nasal Soft Tissue | Nasopharynx | Neck | Nerve | Nerve(s) Cranial | Not Allowed To Collect | Not Applicable | Not Reported | Occipital Cortex | Ocular Orbits | Omentum | Oral Cavity | Oral Cavity - Mucosa Only | Oropharynx | Other (specify) | Ovary | Palate | Pancreas | Paraspinal Ganglion | Parathyroid | Parotid Gland | Patella | Pelvis | Penis | Pericardium | Periorbital Soft Tissue | Peritoneal Cavity | Peritoneum | Pharynx | Pineal | Pineal Gland | Pituitary Gland | Placenta | Pleura | Popliteal Fossa | Prostate | Pylorus | Rectosigmoid Junction | Rectum | Retina | Retro-Orbital Region | Retroperitoneum | Rib | Ring Finger | Round Ligament | Sacrum | Salivary Gland | Scalp | Scapula | Sciatic Nerve | Scrotum | Seminal Vesicle | Shoulder | Sigmoid Colon | Sinus | Sinus(es), Maxillary | Skeletal Muscle | Skin | Skull | Small Bowel | Small Bowel - Mucosa Only | Small Finger | Soft Tissue | Spinal Column | Spinal Cord | Spleen | Splenic Flexure | Sternum | Stomach | Stomach - Mucosa Only | Subcutaneous Tissue | Subthalamic Nucleus (STN) | Synovium | Temporal Cortex | Tendon | Testis | Thigh | Thoracic Spine | Thorax | Throat | Thumb | Thymus | Thyroid | Tibia | Tongue | Tonsil | Tonsil (Pharyngeal) | Trachea / Major Bronchi | Transverse Colon | Trunk | Umbilical Cord | Unknown | Ureter | Urethra | Urinary Tract | Uterus | Uvula | Vagina | Vas Deferens | Vein | Venous | Vertebra | Vulva | White Blood Cells | Wrist 							
procedure	anatomic_site_other	If 'Other (specify)' was chosen for 'anatomic_site', enter the anatomic site here.	string												
procedure	general_anesthesia	Did subject receive general anesthesia?	boolean												
procedure	laterality	Side of body for the procedure's anatomic site.	enum					Bilateral | Left | Not Applicable | Right | Unknown 							
procedure	procedure_purpose	Describe the purpose of the procedure.	string												
procedure	procedure_type	"The general type of procedure (e.g., ""Surgery"")."	string												
procedure	related_medications	Any medications or infusions related to the procedure like chemotherapy drugs.	string												
procedure	type_of_surgery_for_pd	Type Of Surgery For Parkinson Disease	enum					DBS (Deep Brain Stimulation) | Levodopa Intestinal Gel Infusion | Other, Specify 							
variant_call_file	data_category		enum	_terms.yaml#/data_category				Combined Nucleotide Variation | Simple Nucleotide Variation 							
variant_call_file	data_format		enum	_terms.yaml#/data_format				VCF 							
variant_call_file	data_type		enum	_terms.yaml#/data_type				Annotated Somatic Mutation | Raw Simple Somatic Mutation 							
variant_call_file	experimental_strategy		enum	_terms.yaml#/experimental_strategy				Low Pass WGS | Targeted Sequencing | Validation | WGS | WXS 							
variant_call_file	variant_calling_workflow	Indicate the variant calling workflow or pipeline used to generate the variant calls.	string												
exposure	primary_exposure	"Provide a text term that describes the primary type of exposure for this subject in this record (e.g., ""military deployment"", ""alcohol abuse"", ""tobacco use"")."	string												
exposure	age_at_exposure	The age of the subject when (first) exposed to the primary_exposure.	integer												
exposure	military_service_end	The number of days from the index date to the date the patient's military service ended. Note if multiple the patient had multiple periods of servive, complete one military_service node for each period.	integer												
exposure	military_service_start	The number of days from the index date to the date the patient's military service began. Note if multiple the patient had multiple periods of servive, complete one military_service node for each period.	integer												
exposure	military_branch	Text term used to describe the military branch in which the patient has served.	enum					Army Reserve | US Air Force | US Air Force Reserve | US Air National Guard | US Army | US Army National Guard | US Coast Guard | US Coast guard Reserve | US Marine Corps | US Marine Corps Reserve | US Navy | US Navy Reserve | Unknown 							
exposure	military_service	Indicates whether the patient has ever served in the military.	enum					No | Yes 							
exposure	military_service_country	The country in which the subject served the military.	enum					Canadian | None | Other (specify) | United States 							
exposure	military_service_other	If 'other (specify) was chosen for 'military_service', enter military served in	string												
exposure	military_status	Current military status.	enum					Active Duty | National Guard | Reserve | Veteran 							
exposure	military_active	I am currently on active duty	boolean												
exposure	military_discharged	I am currently discharged from the military	boolean												
exposure	military_discharged_type	Characterization of military service at discharge	enum					General (Under honorable conditions) | Honorable | Other than honorable 							
exposure	military_pow	Were you ever a Prisoner of War?	enum					No | Yes 							
exposure	military_tour_name	"List of operations or wars served in (e.g., ""Operation Iraqi Freedom"" or ""Vietnam War"")."	string												
exposure	military_wounded	Were you wounded or injured while serving in the military?	enum					No | Yes 							
exposure	military_under_fire	Have you ever been under enemy fire while serving in the military?	enum					No | Yes 							
exposure	military_warzone	Did you serve in a war or operation zone?	enum					No | Yes 							
exposure	military_combat	Did you serve in a Combat unit (line combat unit) during war-zone service?	boolean												
exposure	military_tours	The total number of military tours on which the individual served.	integer												
exposure	acetaminophen_pills_per_week	Acetaminophen Average Dose (tablets per week)	integer												
exposure	acetaminophen_regular_taken	Acetaminophen (Tylenol)- Ever Used Regularly (2 Or More Tablets Per Week For 6 Months Or Longer)	enum					Don't Know | No | Refused | Yes 							
exposure	acetaminophen_regular_taken_past_year	Acetaminophen (Tylenol)- Regular Use In Past Year (2 Or More Tablets Per Week For 6 Months Or Longer)	enum					Don't Know | No | Refused | Yes 							
exposure	acetaminophen_year_start	Acetaminophen Year Of First Use	integer												
exposure	acetaminophen_year_stop	Acetaminophen Year Of Last Use	integer												
exposure	age_last_smoked	Tobacco Use Survey (TOB)- 04. How Old When Last Smoked Cigarettes	integer			89	0								
exposure	alcohol_age_at_assessment	Age in years at Assessment Date (ALCOHOL CRF). Variable from Alcohol RFQ Form (alcohol_ageassess)	integer			89	0								
exposure	alcohol_age_at_assessment_gt89	Age in years at Assessment Date (ALCOHOL CRF) greater than 89. Variable from Alcohol RFQ Form (alcohol_ageassess_gt 89)	boolean												
exposure	alcohol_consumption_change_last_10years	Alcohol Consumption Change In The Last 10 Years	enum					Decreased | Increased | No 							
exposure	alcohol_currently_drink_regularly	Do You Currently Drink Alcohol Regularly	boolean												
exposure	alcohol_drinks_over_100	In lifetime, drunk 100 or more alcoholic drinks. Variable from Alcohol RFQ Form (alclf100)	enum					Don't Know | No | Refused | Yes 							
exposure	alcohol_heavy_drinker_past	Have You Consumed Alcohol Excessively In The Past	enum					Don't Know | No | Refused | Yes 							
exposure	alcohol_not_periods	During this time, periods X years or more NOT regularly drinking alcohol. Variable from Alcohol RFQ Form (alcnot)	enum					Don't Know | No | Refused | Yes 							
exposure	alcohol_not_start_age	Period 1 NOT regularly drinking-age started. Variable from Alcohol RFQ Form (alnta1sr)	integer			89	0								
exposure	alcohol_not_start_age_period2	Period 2 NOT regularly drinking-age started. Variable from Alcohol RFQ Form (alnta2sr)	integer			89	0								
exposure	alcohol_not_start_age_period3	Period 3 NOT regularly drinking-age started. Variable from Alcohol RFQ Form (alnta3sr)	integer			89	0								
exposure	alcohol_not_stop_age_period1	Period 1 NOT regularly drinking-age stopped. Variable from Alcohol RFQ Form (alnta1sp)	integer			89	0								
exposure	alcohol_not_stop_age_period2	Period 2 NOT regularly drinking-age stopped. Variable from Alcohol RFQ Form (alnta2sp)	integer			89	0								
exposure	alcohol_not_stop_age_period3	Period 3 NOT regularly drinking-age stopped. Variable from Alcohol RFQ Form (alnta3sp)	integer			89	0								
exposure	alcohol_not_total_years	How many years total did you NOT regularly drink. Variable from Alcohol RFQ Form (alcnotyr)	integer			89	0								
exposure	alcohol_periods_avg_years	Flag-period over which average use reported. Variable from Alcohol RFQ Form (alc_avgltrg)	enum					Average Over Lifetime | During Time Of Regular Use 							
exposure	alcohol_periods_totaling_amount_of_years	The total amount of years for periods alcohol was consumed.	enum					Periods Totaling 1 Year | Periods Totaling 5 Years 							
exposure	alcohol_periods_totaling_years	Flag-periods totaling X amount of years. Variable from Alcohol RFQ Form (alc_NOTREGN)	integer			89	0								
exposure	alcohol_regular_drinker	In lifetime,regularly drunk alcohol. Variable from Alcohol RFQ Form (alclfreg)	enum					Don't Know | No | Refused | Yes 							
exposure	alcohol_scale_acuity	The acuity of the scale used to determine the alcohol use score.	string												
exposure	alcohol_start_age	Age started regularly drinking alcohol. Variable from Alcohol RFQ Form (alcagstr)	integer			89	0								
exposure	alcohol_start_unknown	Age or Year started regularly drinking alcohol unknown. Variable from Alcohol RFQ Form (alcstrdk)	enum					Don't Know | Refused 							
exposure	alcohol_start_year	Year started regularly drinking alcohol. Variable from Alcohol RFQ Form (alcyrstr)	integer												
exposure	alcohol_stop_age	Age stopped regularly drinking alcohol. Variable from Alcohol RFQ Form (alcagstp)	integer			89	0								
exposure	alcohol_stop_unknown	Age or Year stopped regularly drinking alcohol unknown. Variable from Alcohol RFQ Form (alcstpdk)	enum					Currently Drink | Don't Know | Refused 							
exposure	alcohol_stop_year	Year stopped regularly drinking alcohol. Variable from Alcohol RFQ Form (alcyrstp)	integer												
exposure	alcohol_use	Alcohol use	enum					Current | Former | Never 							
exposure	alcohol_use_scale	Name of the scale used to determine the alcohol use score.	string												
exposure	alcohol_use_score	Score given to quantify the patient's alcohol use at the time of diagnosis.	string												
exposure	anti_infl_age_start_aspirin	Anti-Inflammatory Medications RFQ- Age Started Taking Aspirin. If age is greater than 89 years, see 'anti_infl_age_start_aspirin_gt89'.	integer			89	0								
exposure	anti_infl_age_start_aspirin_gt89	Indicate whether 'Age Started Taking Aspirin' is greater than 89 years.	enum					No | Yes 							
exposure	anti_infl_age_start_ibupr_based_non_aspirin	Anti-Inflammatory Medications RFQ- Age Started Taking Ibuprofen-Based Non-Aspirin. If age is greater than 89 years, see 'anti_infl_age_start_ibupr_based_non_aspirin_gt89'.	integer			89	0								
exposure	anti_infl_age_start_ibupr_based_non_aspirin_gt89	Indicate whether 'Age Started Taking Ibuprofen-Based Non-Aspirin' is greater than 89 years.	enum					No | Yes 							
exposure	anti_infl_age_start_other_anti_infl_meds	Anti-Inflammatory Medications RFQ- Age Started Taking Other Anti-Inflammatory Medications. If age is greater than 89 years, see 'anti_infl_age_start_other_anti_infl_meds_gt89'.	integer			89	0								
exposure	anti_infl_age_start_other_anti_infl_meds_gt89	Indicate whether 'Age Started Taking Other Anti-Inflammatory Medications' is greater than 89 years.	enum					No | Yes 							
exposure	anti_infl_age_stop_take_aspirin	Anti-Inflammatory Medications RFQ- Age Stopped Taking Aspirin. If age is greater than 89 years, see 'anti_infl_age_stop_take_aspirin_gt89'.	integer			89	0								
exposure	anti_infl_age_stop_take_aspirin_gt89	Indicate whether 'Age Stopped Taking Aspirin' is greater than 89 years.	enum					No | Yes 							
exposure	anti_infl_age_stop_take_ibupr_based_non_aspirin	Anti-Inflammatory Medications RFQ- Age Stopped Taking Ibuprofen-Based Non-Aspirin. If age is greater than 89 years, see 'anti_infl_age_stop_take_ibupr_based_non_aspirin_gt89'.	integer			89	0								
exposure	anti_infl_age_stop_take_ibupr_based_non_aspirin_gt89	Indicate whether 'Age Stopped Taking Ibuprofen-Based Non-Aspirin' is greater than 89 years.	enum					No | Yes 							
exposure	anti_infl_age_stop_take_other_anti_infl_meds	Anti-Inflammatory Medications RFQ- Age Stopped Taking Other Anti-Inflammatory Medications. If age is greater than 89 years, see 'anti_infl_age_stop_take_other_anti_infl_meds_gt89'.	integer			89	0								
exposure	anti_infl_age_stop_take_other_anti_infl_meds_gt89	Indicate whether 'Age Stopped Taking Other Anti-Inflammatory Medications' is greater than 89 years.	enum					No | Yes 							
exposure	anti_infl_age_year_start_aspirin	Anti-Inflammatory Medications RFQ- Age and Year Started Taking Aspirin	enum					Don't Know 							
exposure	anti_infl_age_year_start_ibupr_based_non_aspirin	Anti-Inflammatory Medications RFQ- Age and Year Started Taking Ibuprofen-Based Non-Aspirin	enum					Don't Know 							
exposure	anti_infl_age_year_start_other_anti_infl_meds	Anti-Inflammatory Medications RFQ- Age and Year Started Taking Other Anti-Inflammatory Medications	enum					Don't Know 							
exposure	anti_infl_age_year_stop_ibupr_based_non_aspirin	Anti-Inflammatory Medications RFQ- Age and Year Stopped Taking Ibuprofen-Based Non-Aspirin	enum					Currently Take | Don't Know | Refused 							
exposure	anti_infl_age_year_stop_take_aspirin	Anti-Inflammatory Medications RFQ- Age and Year Stopped Taking Aspirin	enum					Currently Take | Don't Know | Refused 							
exposure	anti_infl_age_year_stop_take_other_anti_infl_meds	Anti-Inflammatory Medications RFQ- Age and Year Stopped Taking Other Anti-Inflammatory Medications	enum					Currently Take | Don't Know 							
exposure	anti_infl_aspirin_pills	Anti-Inflammatory Medications RFQ- Aspirin (Pills)	enum					Don't Know 							
exposure	anti_infl_aspirin_pills_per_week	Anti-Inflammatory Medications RFQ- Aspirin (Pills Per Week)	integer												
exposure	anti_infl_ibuprof_based_medication_pills	Anti-Inflammatory Medications RFQ- Ibuprofen-Based Medication (Pills)	enum					Don't Know | Refused 							
exposure	anti_infl_ibuprof_based_medication_pills_per_week	Anti-Inflammatory Medications RFQ- Ibuprofen-Based Medication (Pills Per Week)	integer												
exposure	anti_infl_other_anti_infl_meds_pills	Anti-Inflammatory Medications RFQ- Other Anti-Inflammatory Medications (Pills)	enum					Don't Know | Refused 							
exposure	anti_infl_other_anti_infl_meds_pills_per_week	Anti-Inflammatory Medications RFQ- Other Anti-Inflammatory Medications (Pills Per Week)	integer												
exposure	anti_infl_period_average_use_reported	Anti-Inflammatory Medications RFQ- Flag - Period Over Which Average Use Reported	enum					Average Over Lifetime | During Time Of Regular Use 							
exposure	anti_infl_periods_not_regular_take_aspirin	Anti-Inflammatory Medications RFQ- During This Time, Periods X Years Or More Not Regularly Taking Aspirin	enum					Don't Know | No | Yes 							
exposure	anti_infl_periods_not_regular_take_ibupr_non_aspirin	Anti-Inflammatory Medications RFQ- During This Time, Periods X Years Or More Not Regularly Taking Ibuprofen-Based Non-Aspirin	enum					Don't Know | No | Yes 							
exposure	anti_infl_periods_not_regular_take_other_anti_infl_meds	Anti-Inflammatory Medications RFQ- During This Time, Periods X Years Or More Not Regularly Taking Other Anti-Inflammatory Medications	enum					Don't Know | No | Yes 							
exposure	anti_infl_periods_totaling_amount_of_years	Anti-Inflammatory Medications RFQ- Flag - Periods Totaling X Amount Of Years	enum					Periods Totaling 1 Year | Periods Totaling 5 Years 							
exposure	anti_infl_regular_take_ibupr_based_non_aspirin	Anti-Inflammatory Medications RFQ- Regularly Taken Ibuprofen-Based Non-Aspirin	enum					Don't Know | No | Yes 							
exposure	anti_infl_regular_taken_aspirin	Anti-Inflammatory Medications RFQ- Regularly Taken Aspirin	enum					Don't Know | No | Refused | Yes 							
exposure	anti_infl_regular_taken_aspirin_past_year	Aspirin- Regular Use In Past Year (2 Or More Tablets Per Week For 6 Months Or Longer)	enum					Don't Know | No | Refused | Yes 							
exposure	anti_infl_regular_taken_other_anti_infl_meds	Anti-Inflammatory Medications RFQ- Regularly Taken Other Anti-Inflammatory Medications	enum					Don't Know | No | Yes 							
exposure	anti_infl_year_start_aspirin	Anti-Inflammatory Medications RFQ- Year Started Taking Aspirin	integer												
exposure	anti_infl_year_start_ibupr_based_non_aspirin	Anti-Inflammatory Medications RFQ- Year Started Taking Ibuprofen-Based Non-Aspirin	integer												
exposure	anti_infl_year_start_other_anti_infl_meds	Anti-Inflammatory Medications RFQ- Year Started Taking Other Anti-Inflammatory Medications	integer												
exposure	anti_infl_year_stop_take_aspirin	Anti-Inflammatory Medications RFQ- Year Stopped Taking Aspirin	integer												
exposure	anti_infl_year_stop_take_ibupr_based_non_aspirin	Anti-Inflammatory Medications RFQ- Year Stopped Taking Ibuprofen-Based Non-Aspirin	integer												
exposure	anti_infl_year_stop_take_other_anti_infl_meds	Anti-Inflammatory Medications RFQ- Year Stopped Taking Other Anti-Inflammatory Medications	integer												
exposure	anti_infl_years_total_did_not_take_aspirin	Anti-Inflammatory Medications RFQ- How Many Years Total Did You Not Take Aspirin	integer			89	0								
exposure	anti_infl_yrs_total_did_not_take_other_anti_infl_meds	Anti-Inflammatory Medications RFQ- How Many Years Total Did You Not Take Other Anti-Inflammatory Medications	integer			89	0								
exposure	beer_per_week	Beer-servings per week. Variable from Alcohol RFQ Form (brsvwk)	integer												
exposure	beer_unknown	Beer-servings unknown. Variable from Alcohol RFQ Form (brsvdk)	enum					Don't Know | Never Drank | Refused 							
exposure	black_tea_cups_per_week	Caffeinated black tea-cups per week. Variable from Caffeine RFQ Form (btecpwk)	integer												
exposure	black_tea_cups_unknown	Caffeinated black tea-cups unknown. Variable from Caffeine RFQ Form (btecpdk)	enum					Don't Know | Refused 							
exposure	black_tea_lifetime_regularly	In lifetime,regularly drunk caffeinated black tea. Variable from Caffeine RFQ Form (cbtea)	enum					Don't Know | No | Refused | Yes 							
exposure	black_tea_not_periods	During this time, periods X years or more NOT regularly drinking caffeinated black tea. Variable from Caffeine RFQ Form (btenot)	enum					Don't Know | No | Refused | Yes 							
exposure	black_tea_not_start_age_period1	Period 1 NOT regularly drinking caffeinated black tea-age started. Variable from Caffeine RFQ Form (btnta1sr)	integer			89	0								
exposure	black_tea_not_start_age_period2	Period 2 NOT regularly drinking caffeinated black tea-age started. Variable from Caffeine RFQ Form (btnta2sr)	integer			89	0								
exposure	black_tea_not_start_age_period3	Period 3 NOT regularly drinking caffeinated black tea-age started. Variable from Caffeine RFQ Form (btnta3sr)	integer			89	0								
exposure	black_tea_not_stop_age_period1	Period 1 NOT regularly drinking caffeinated black tea-age stopped. Variable from Caffeine RFQ Form (btnta1sp)	integer			89	0								
exposure	black_tea_not_stop_age_period2	Period 2 NOT regularly drinking caffeinated black tea-age stopped. Variable from Caffeine RFQ Form (btnta2sp)	integer			89	0								
exposure	black_tea_not_stop_age_period3	Period 3 NOT regularly drinking caffeinated black tea-age stopped. Variable from Caffeine RFQ Form (btnta3sp)	integer			89	0								
exposure	black_tea_not_years	How many years total did you NOT regularly drink caffeinated black tea. Variable from Caffeine RFQ Form (btenotyr)	integer			89	0								
exposure	black_tea_start_age	Age started regularly drinking caffeinated black tea. Variable from Caffeine RFQ Form (bteagstr)	integer			89	0								
exposure	black_tea_start_unknown	Age or Year started regularly drinking caffeinated black tea unknown. Variable from Caffeine RFQ Form (btestrdk)	enum					Don't Know | Refused 							
exposure	black_tea_start_year	Year started regularly drinking caffeinated black tea. Variable from Caffeine RFQ Form (bteyrstr)	integer												
exposure	black_tea_stop_age	Age stopped regularly drinking caffeinated black tea. Variable from Caffeine RFQ Form (bteagstp)	integer			89	0								
exposure	black_tea_stop_unknown	Age or Year stopped regularly drinking caffeinated black tea unknown. Variable from Caffeine RFQ Form (btestpdk)	enum					Currently Drink | Don't Know | Refused 							
exposure	black_tea_stop_year	Year stopped regularly drinking caffeinated black tea. Variable from Caffeine RFQ Form (bteyrstp)	integer												
exposure	bowel_movement_per_day	Number Of Bowel Movements Per Day	string												
exposure	bromocriptine_or_delodomone	Hormone Replacement Therapy And Oral Contraceptives Use Survey (HRT)- 16b. Bromocriptine Or Delodomone (hrt16b)	string												
exposure	caffeinated_soda_age_at_assessment	Age in years at Assessment Date. Variable from Caffeine RFQ Form (caffein_ageassess)	integer			89	0								
exposure	caffeinated_soda_age_at_assessment_gt89	Age in years at Assessment Date greater than 89. Variable from Caffeine RFQ Form (caffein_ageassess_gt8 9)	boolean												
exposure	caffeinated_soda_consumption_change_last_10years	Caffeinated Soft Drinks Consumption- If Changes - Increase In Consumption Or Reduction In The Last 10 Years. Variable from Caffeine RFQ Form	enum					Decreased | Increased | No 							
exposure	caffeinated_soda_consumption_has_changed_last_10years	Caffeinated Soft Drinks Consumption Change In The Last 10 Years.  Variable from Caffeine RFQ Form	boolean												
exposure	caffeinated_soda_cups_per_week	Caffeinated soda-cans per week. Variable from Caffeine RFQ Form (sdacnwk)	integer												
exposure	caffeinated_soda_cups_unknown	Caffeinated soda-cans unknown. Variable from Caffeine RFQ Form (sdacndk)	enum					Don't Know | Refused 							
exposure	caffeinated_soda_not_periods	During this time, periods X years or more NOT regularly drinking caffeinated soda. Variable from Caffeine RFQ Form (sdanot)	enum					Don't Know | No | Refused | Yes 							
exposure	caffeinated_soda_not_start_age_period1	Period 1 NOT regularly drinking caffeinated soda-age started. Variable from Caffeine RFQ Form (sdnta1sr)	integer			89	0								
exposure	caffeinated_soda_not_start_age_period2	Period 2 NOT regularly drinking caffeinated soda-age started. Variable from Caffeine RFQ Form (sdnta2sr)	integer			89	0								
exposure	caffeinated_soda_not_start_age_period3	Period 3 NOT regularly drinking caffeinated soda-age started. Variable from Caffeine RFQ Form (sdnta3sr)	integer			89	0								
exposure	caffeinated_soda_not_stop_age_period1	Period 1 NOT regularly drinking caffeinated soda-age stopped. Variable from Caffeine RFQ Form (sdnta1sp)	integer			89	0								
exposure	caffeinated_soda_not_stop_age_period2	Period 2 NOT regularly drinking caffeinated soda-age stopped. Variable from Caffeine RFQ Form (sdnta2sp)	integer			89	0								
exposure	caffeinated_soda_not_stop_age_period3	Period 3 NOT regularly drinking caffeinated soda-age stopped. Variable from Caffeine RFQ Form (sdnta3sp)	integer			89	0								
exposure	caffeinated_soda_not_years	How many years total did you NOT regularly drink caffeinated soda. Variable from Caffeine RFQ Form (sdanotyr)	integer			89	0								
exposure	caffeinated_soda_regular_drinker	In lifetime,regularly drunk caffeinated soda. Variable from Caffeine RFQ Form (csoda)	enum					Don't Know | No | Refused | Yes 							
exposure	caffeinated_soda_start_age	Age started regularly drinking caffeinated soda. Variable from Caffeine RFQ Form (sdaagstr)	integer			89	0								
exposure	caffeinated_soda_start_unknown	Age or Year started regularly drinking caffeinated soda unknown. Variable from Caffeine RFQ Form (sdastrdk)	enum					Don't Know | Refused 							
exposure	caffeinated_soda_start_year	Year started regularly drinking caffeinated soda. Variable from Caffeine RFQ Form (sdayrstr)	integer												
exposure	caffeinated_soda_stop_age	Age stopped regularly drinking caffeinated soda. Variable from Caffeine RFQ Form (sdaagstp)	integer			89	0								
exposure	caffeinated_soda_stop_unknown	Age or Year stopped regularly drinking caffeinated soda unknown. Variable from Caffeine RFQ Form (sdastpdk)	enum					Currently Drink | Don't Know | Refused 							
exposure	caffeinated_soda_stop_year	Year stopped regularly drinking caffeinated soda. Variable from Caffeine RFQ Form (sdayrstp)	integer												
exposure	caffeinated_tea_consumption_change_last_10years	Caffeinated Tea Consumption- If Changes - Increase In Consumption Or Reduction In The Last 10 Years. Variable from Caffeine RFQ Form	enum					Decreased | Increased | No 							
exposure	caffeinated_tea_consumption_has_changed_last_10years	Caffeinated Tea Consumption Change In The Last 10 Years. Variable from Caffeine RFQ Form	boolean												
exposure	caffeine_average_daily	Caffeine Questionnaire (CAFF)- Average Daily Caffeine (mg)	number												
exposure	caffeine_average_daily_past_6months	Over The Past 6 Months Cups Of A Caffeine Containing Beverage Per Day On Average	number												
exposure	caffeine_black_tea_frequency	Caffeine Questionnaire (CAFF)- 05a. Black Tea Frequency	enum					1 Per Day | 1 Per Week | 2-3 Per Day | 2-4 Per Week | 4-5 Per Day | 5-6 Per Week | Never Or Less Than Once Per Week 							
exposure	caffeine_black_tea_size	Caffeine Questionnaire (CAFF)- 05b. Black Tea Size	enum					Large | Medium (One 8 Oz Serving) | Not Applicable | Small 							
exposure	caffeine_brewed_coffee_frequency	Caffeine Questionnaire (CAFF)- 02a. Brewed Coffee Frequency	enum					1 Per Day | 1 Per Week | 2-3 Per Day | 2-4 Per Week | 4-5 Per Day | 5-6 Per Week | 6 And More Per Day | Never Or Less Than Once Per Week 							
exposure	caffeine_brewed_coffee_size	Caffeine Questionnaire (CAFF)- 02b. Brewed Coffee Size	enum					Large | Medium (One 8 Oz Serving) | Not Applicable | Small 							
exposure	caffeine_diet_cola_frequency	Caffeine Questionnaire (CAFF)- 08a. Diet Cola Frequency	enum					1 Per Day | 1 Per Week | 2-3 Per Day | 2-4 Per Week | 5-6 Per Week | Never Or Less Than Once Per Week 							
exposure	caffeine_diet_cola_size	Caffeine Questionnaire (CAFF)- 08b. Diet Cola Size	enum					Large | Medium (One 8 Oz Serving) | Not Applicable | Small 							
exposure	caffeine_espresso_frequency	Caffeine Questionnaire (CAFF)- 03a. Espresso Frequency	enum					1 Per Day | 1 Per Week | 2-3 Per Day | 2-4 Per Week | 5-6 Per Week | Never Or Less Than Once Per Week 							
exposure	caffeine_espresso_size	Caffeine Questionnaire (CAFF)- 03b. Espresso Size	enum					Large | Medium (One 8 Oz Serving) | Not Applicable | Small 							
exposure	caffeine_green_tea_frequency	Caffeine Questionnaire (CAFF)- 04a. Green Tea Frequency	enum					1 Per Day | 1 Per Week | 2-3 Per Day | 2-4 Per Week | 4-5 Per Day | 5-6 Per Week | 6 And More Per Day | Never Or Less Than Once Per Week 							
exposure	caffeine_green_tea_size	Caffeine Questionnaire (CAFF)- 04b. Green Tea Size	enum					Large | Medium (One 8 Oz Serving) | Not Applicable | Small 							
